collected_at_utc,account,post_id,type,family,format,media_type,ig_post_id,permalink,scheduled_time_ist,posted_at_utc,posted_at_ist,posted_hour_ist,slot_delay_min,hours_since_post,status,reach,views,likes,comments,saved,shares,total_interactions,interactions_per_reach,like_count,comments_count,ig_reels_avg_watch_time,ig_reels_video_view_total_time,reels_skip_rate,follows,profile_visits,error,extra_error
2026-09-18T08:24:27Z,hype_tingles,2026-08-31-morning-routine-judged,reel-judged-routine,judged-routine,REELS,,18330690460272793,,2026-09-01T20:00:00+05:30,2026-09-01T16:31:34+00:00,2026-09-01T22:01:34+05:30,22:01,122,399.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18330690460272793' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-01-dating-app-reviews,carousel-one-star-files,one-star-files,FEED,,18065868062750266,,2026-09-01T08:00:00+05:30,2026-09-01T16:32:11+00:00,2026-09-01T22:02:11+05:30,22:02,842,399.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18065868062750266' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-01-raccoon-deals-masterclass,carousel-masterclass,masterclass,FEED,,18094021070187647,,2026-09-01T13:00:00+05:30,2026-09-01T16:32:51+00:00,2026-09-01T22:02:51+05:30,22:02,543,399.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18094021070187647' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-01-one-more-episode,reel-pov-night,pov-night,REELS,,17981931866892386,,2026-09-02T20:00:00+05:30,2026-09-02T14:49:48+00:00,2026-09-02T20:19:48+05:30,20:19,20,377.6,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '17981931866892386' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-02-family-group-reviews,carousel-one-star-files,one-star-files,FEED,,18019458440714261,,2026-09-02T08:00:00+05:30,2026-09-03T19:30:45+00:00,2026-09-04T01:00:45+05:30,01:00,2461,348.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18019458440714261' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-02-goldfish-birthday-masterclass,carousel-masterclass,masterclass,FEED,,18136565332720066,,2026-09-02T13:00:00+05:30,2026-09-03T19:31:16+00:00,2026-09-04T01:01:16+05:30,01:01,2161,348.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18136565332720066' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-02-meeting-email,reel-breaking-news,breaking-news,REELS,,18334587514261605,,2026-09-03T20:00:00+05:30,2026-09-03T19:31:47+00:00,2026-09-04T01:01:47+05:30,01:01,302,348.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18334587514261605' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-03-diet-reviews,carousel-one-star-files,one-star-files,FEED,,18007293257976276,,2026-09-03T08:00:00+05:30,2026-09-03T19:32:18+00:00,2026-09-04T01:02:18+05:30,01:02,1022,348.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18007293257976276' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-03-owl-smart-masterclass,carousel-masterclass,masterclass,FEED,,17915741451449217,,2026-09-03T13:00:00+05:30,2026-09-03T19:32:52+00:00,2026-09-04T01:02:52+05:30,01:02,723,348.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '17915741451449217' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-04-animal-panel-ep02,carousel-panel,panel,FEED,,17930166453147714,,2026-09-04T08:00:00+05:30,2026-09-04T05:15:54+00:00,2026-09-04T10:45:54+05:30,10:45,166,339.1,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '17930166453147714' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-04-pre-coffee-alert,reel-pov,pov,REELS,,18111179000135302,,2026-09-04T20:00:00+05:30,2026-09-04T14:38:10+00:00,2026-09-04T20:08:10+05:30,20:08,8,329.8,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18111179000135302' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-04-salary-day-breaking,reel-breaking-news,breaking-news,REELS,,18134747032624149,,2026-09-04T16:00:00+05:30,2026-09-05T05:05:50+00:00,2026-09-05T10:35:50+05:30,10:35,1116,315.3,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18134747032624149' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-04-drop-day-reviews,carousel-one-star-files,one-star-files,FEED,,18126352237765139,,2026-09-05T11:30:00+05:30,2026-09-05T13:07:33+00:00,2026-09-05T18:37:33+05:30,18:37,428,307.3,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18126352237765139' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-05-hold-and-judge-left-on-seen,reel-hold-and-judge,hold-and-judge,REELS,,18093998033389264,,2026-09-05T16:30:00+05:30,2026-09-06T09:56:13+00:00,2026-09-06T15:26:13+05:30,15:26,1376,286.5,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18093998033389264' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-10-elevator-small-talk,pov-elevator,pov-elevator,REELS,,18102645332621189,,2026-09-10T01:55:00+05:30,2026-09-09T20:25:43+00:00,2026-09-10T01:55:43+05:30,01:55,1,204.0,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18102645332621189' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-12-roommate-reviews,carousel-one-star-files,one-star-files,FEED,,17974722384133121,,2026-09-12T09:13:00+05:30,2026-09-12T17:02:41+00:00,2026-09-12T22:32:41+05:30,22:32,800,135.4,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '17974722384133121' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-12-savings-account-judged,reel-hold-and-judge,hold-and-judge,REELS,,17927614344406936,,2026-09-12T18:46:00+05:30,2026-09-12T17:03:14+00:00,2026-09-12T22:33:14+05:30,22:33,227,135.4,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '17927614344406936' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,hype_tingles,2026-09-12-silent-treatment-masterclass,carousel-solo-panel,solo-panel,FEED,,18000937721989598,,2026-09-12T22:52:00+05:30,2026-09-12T17:33:23+00:00,2026-09-12T23:03:23+05:30,23:03,11,134.9,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18000937721989598' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,nuvarel,2026-08-30-palette-study-01,palette-study,palette-study,FEED,CAROUSEL_ALBUM,18630565291009914,https://www.instagram.com/p/Dcq65dwm_nM/,2026-08-30T10:00:00+05:30,2026-08-30T16:16:41+00:00,2026-08-30T21:46:41+05:30,21:46,707,448.1,ok,3,7,0,0,0,0,0,0.0,0,0,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-08-30-reads-cheap-01,reads-expensive,reads-expensive,FEED,CAROUSEL_ALBUM,18336867457284119,https://www.instagram.com/p/Dcq6-x5G3eF/,2026-08-30T13:30:00+05:30,2026-08-30T16:17:23+00:00,2026-08-30T21:47:23+05:30,21:47,497,448.1,ok,2,6,2,0,0,0,2,1.0,2,0,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-08-30-splurge-skip-01,splurge-skip,splurge-skip,FEED,CAROUSEL_ALBUM,17979601490899911,https://www.instagram.com/p/Dcq7I9fiNDF/,2026-08-30T19:30:00+05:30,2026-08-30T16:18:58+00:00,2026-08-30T21:48:58+05:30,21:48,139,448.1,ok,3,9,0,0,0,0,0,0.0,0,0,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-08-31-negative-space-01,reel-the-rule,the-rule,REELS,VIDEO,17993883450030823,https://www.instagram.com/reel/Dcse1UUlHk9/,2026-08-31T10:30:00+05:30,2026-08-31T06:50:11+00:00,2026-08-31T12:20:11+05:30,12:20,110,433.6,ok,105,106,1,0,0,0,1,0.0095,1,0,2170,234441,87.4,,,,
2026-09-18T08:24:27Z,nuvarel,2026-09-01-art-height,reel-the-rule,the-rule,REELS,VIDEO,18120088015692443,https://www.instagram.com/reel/DcwGJgClaQe/,2026-09-01T19:30:00+05:30,2026-09-01T16:31:30+00:00,2026-09-01T22:01:30+05:30,22:01,152,399.9,ok,108,123,1,0,1,0,2,0.0185,1,0,5362,622084,68.8,,,,
2026-09-18T08:24:27Z,nuvarel,2026-09-01-dining-splurge-skip,splurge-skip,splurge-skip,FEED,CAROUSEL_ALBUM,17964382695175551,https://www.instagram.com/p/DcwGQkqHL2I/,2026-09-01T13:30:00+05:30,2026-09-01T16:32:10+00:00,2026-09-01T22:02:10+05:30,22:02,512,399.9,ok,2,3,0,0,0,0,0,0.0,0,0,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-01-study-green-palette,palette-study,palette-study,FEED,CAROUSEL_ALBUM,18113283106797919,https://www.instagram.com/p/DcwGVtdnOE5/,2026-09-01T10:00:00+05:30,2026-09-01T16:32:48+00:00,2026-09-01T22:02:48+05:30,22:02,723,399.9,ok,2,2,1,0,0,0,1,0.5,1,0,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-02-rich-rooms-buy-two,reel-splurge-skip,splurge-skip,REELS,VIDEO,18100518428365153,https://www.instagram.com/reel/DcyzhbvIF9H/,2026-09-02T19:30:00+05:30,2026-09-02T17:46:27+00:00,2026-09-02T23:16:27+05:30,23:16,226,374.6,ok,10,13,0,0,0,0,0,0.0,0,0,10498,157484,54.5,,,,
2026-09-18T08:24:27Z,nuvarel,2026-09-03-one-big-thing,reel-the-rule,the-rule,REELS,VIDEO,18228925645322931,https://www.instagram.com/reel/Dc1XxHrAhIA/,2026-09-03T19:30:00+05:30,2026-09-03T17:41:43+00:00,2026-09-03T23:11:43+05:30,23:11,222,350.7,ok,15,25,0,0,0,0,0,0.0,0,0,11405,216710,56.3,,,,
2026-09-18T08:24:27Z,nuvarel,2026-09-02-black-anchor-rule,the-rule,the-rule,FEED,CAROUSEL_ALBUM,17904806397326144,https://www.instagram.com/p/Dc1s2ISHcsA/,2026-09-02T10:00:00+05:30,2026-09-03T20:45:30+00:00,2026-09-04T02:15:30+05:30,02:15,2416,347.6,ok,4,15,1,1,0,0,2,0.5,1,1,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-02-hardware-reads-expensive,reads-expensive,reads-expensive,FEED,CAROUSEL_ALBUM,18007256024973329,https://www.instagram.com/p/Dc1s6ZtHYpT/,2026-09-02T13:30:00+05:30,2026-09-03T20:46:16+00:00,2026-09-04T02:16:16+05:30,02:16,2206,347.6,ok,4,6,3,2,0,0,5,1.25,3,2,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-03-sofa-splurge-skip,splurge-skip,splurge-skip,FEED,CAROUSEL_ALBUM,18474748444117475,https://www.instagram.com/p/Dc1s_pKnaas/,2026-09-03T13:30:00+05:30,2026-09-03T20:46:48+00:00,2026-09-04T02:16:48+05:30,02:16,767,347.6,ok,4,12,1,1,0,0,2,0.5,1,1,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-04-palette-study-02,palette-study,palette-study,FEED,CAROUSEL_ALBUM,18108071102154422,https://www.instagram.com/p/Dc1tEi6nS9q/,2026-09-03T10:00:00+05:30,2026-09-03T20:47:28+00:00,2026-09-04T02:17:28+05:30,02:17,977,347.6,ok,3,13,1,0,0,0,1,0.3333,1,0,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-03-hotel-bed-rule,the-rule,the-rule,FEED,CAROUSEL_ALBUM,18029563742849884,https://www.instagram.com/p/Dc5NMiskZtD/,2026-09-05T10:00:00+05:30,2026-09-05T05:25:57+00:00,2026-09-05T10:55:57+05:30,10:55,56,315.0,ok,3,10,2,1,0,0,3,1.0,2,1,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-04-bathroom-splurge-skip,reel-splurge-skip,splurge-skip,REELS,VIDEO,18076965491352273,https://www.instagram.com/reel/Dc5NOcPgsJH/,2026-09-04T19:30:00+05:30,2026-09-05T05:26:31+00:00,2026-09-05T10:56:31+05:30,10:56,927,315.0,ok,110,118,1,0,1,0,2,0.0182,1,0,5569,651616,66.4,,,,
2026-09-18T08:24:27Z,nuvarel,2026-09-04-cables-read-cheap,reel-reads-expensive,reads-expensive,REELS,VIDEO,17943763044335818,https://www.instagram.com/reel/Dc5NSdQksbA/,2026-09-04T16:30:00+05:30,2026-09-05T05:27:01+00:00,2026-09-05T10:57:01+05:30,10:57,1107,315.0,ok,1094,1203,8,0,0,5,13,0.0119,8,0,9287,10198002,38.3,,,,
2026-09-18T08:24:27Z,nuvarel,2026-09-04-texture-reads-expensive,reads-expensive,reads-expensive,FEED,CAROUSEL_ALBUM,17909849823289958,https://www.instagram.com/p/Dc8HMaoFQR8/,2026-09-06T10:00:00+05:30,2026-09-06T08:31:11+00:00,2026-09-06T14:01:11+05:30,14:01,241,287.9,ok,3,7,0,0,0,0,0,0.0,0,0,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-07-the-state-foam-seat-cushion,the-state,the-state,FEED,CAROUSEL_ALBUM,18081735581695166,https://www.instagram.com/p/Dc-wT-OFkwr/,2026-09-07T10:00:00+05:30,2026-09-07T09:08:55+00:00,2026-09-07T14:38:55+05:30,14:38,279,263.3,ok,2,5,0,0,0,0,0,0.0,0,0,,,,0,0,,
2026-09-18T08:24:27Z,nuvarel,2026-09-07-which-leather-is-real,reel-game,game,REELS,,18113469884101215,,2026-09-07T19:30:00+05:30,2026-09-09T20:02:22+00:00,2026-09-10T01:32:22+05:30,01:32,3242,204.4,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18113469884101215' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,nuvarel,2026-09-08-the-vein-over-the-edge,the-evidence,the-evidence,REELS,,17886326559469039,,2026-09-08T10:00:00+05:30,2026-09-09T20:02:57+00:00,2026-09-10T01:32:57+05:30,01:32,2373,204.4,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '17886326559469039' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
2026-09-18T08:24:27Z,nuvarel,2026-09-08-turn-it-over,reel-reveal,reveal,REELS,,18114397982076137,,2026-09-08T19:30:00+05:30,2026-09-09T20:03:32+00:00,2026-09-10T01:33:32+05:30,01:33,1804,204.3,missing,,,,,,,,,,,,,,,,"IGApiException code=100 subcode=33: Unsupported get request. Object with ID '18114397982076137' does not exist, cannot be loaded due to missing permissions, or does not support this operation",
